OD_ORIGIN_AIRPRT_IATA_CD,OD_DESTNTN_AIRPRT_IATA_CD,AIRPORT_NM,OD_DEP_CITY_METRO_CD,OD_ARVL_CITY_METRO_CD,CITY,CNTRY_CD,STATE_PROVNC_CD
NBO,NBO,Jomo Kenyatta Intl,NBO,NBO,Nairobi,KE,
NBW,NBW,Guantanamo Bay NS,GAO,GAO,Guantanamo,CU,
NBX,NBX,Nabire,NBX,NBX,Nabire,ID,
NCA,NCA,North Caicos,NCA,NCA,North Caicos,TC,
NCE,NCE,Cote d'Azur,NCE,NCE,Nice,FR,
NCG,NCG,Nuevo Casas Grandes,NCG,NCG,Nuevo Casas Grandes,MX,
NCH,NCH,Nachingwea,NCH,NCH,Nachingwea,TZ,
NCI,NCI,Necocli,NCI,NCI,Necocli,CO,
NCJ,NCJ,Sunchales,NCJ,NCJ,Sunchales,AR,SF
NCL,NCL,Newcastle International,NCL,NCL,Newcastle,GB,
NCN,NCN,Chenega Bay,NCN,NCN,Chenega,US,AK
NCO,NCO,Quonset State,NCO,NCO,North Kingstown,US,RI
NCR,NCR,San Carlos,NCR,NCR,San Carlos,NI,
NCS,NCS,Newcastle,NCS,NCS,Newcastle,ZA,
NCT,NCT,Nicoya,NCT,NCT,Nicoya,CR,
NCU,NCU,Nukus,NCU,NCU,Nukus,UZ,
NCY,NCY,Meythet,NCY,NCY,Annecy,FR,
NDA,NDA,Bandaneira,NDA,NDA,Banda Island,ID,
NDB,NDB,Nouadhibou,NDB,NDB,Nouadhibou,MR,
NDC,NDC,Nanded,NDC,NDC,Nanded,IN,MH
NDD,NDD,Sumbe,NDD,NDD,Sumbe,AO,
NDE,NDE,Mandera,NDE,NDE,Mandera,KE,
NDF,NDF,N'dalatando,NDF,NDF,N'dalatando,AO,
NDG,NDG,Sanjiazi,NDG,NDG,Qiqihar,CN,
NDI,NDI,Namudi,NDI,NDI,Namudi,PG,
NDJ,NDJ,Hassan Djamous Intl,NDJ,NDJ,N'Djamena,TD,
NDK,NDK,Namdrik Island,NDK,NDK,Namdrik Island,MH,
NDL,NDL,Ndele,NDL,NDL,Ndele,CF,
NDM,NDM,Masslo,NDM,NDM,Mendi,ET,
NDN,NDN,Nadunumu,NDN,NDN,Nadunumu,PG,
NDR,NDR,El Aroui,NDR,NDR,Nador,MA,
NDS,NDS,Sandstone,NDS,NDS,Sandstone,AU,WA
NDU,NDU,Rundu,NDU,NDU,Rundu,NA,
NDY,NDY,Sanday,NDY,NDY,Sanday,GB,
NEC,NEC,Necochea,NEC,NEC,Necochea,AR,BA
NEF,NEF,Neftekamsk,NEF,NEF,Neftekamsk,RU,
NEG,NEG,Negril,NEG,NEG,Negril,JM,
NEI,NEI,Terney,NEI,NEI,Terney,RU,
NEJ,NEJ,Nejo,NEJ,NEJ,Nejo,ET,
NEK,NEK,Nekemte,NEK,NEK,Nekemte,ET,
NEL,NEL,Maxfield Field,NEL,NEL,Lakehurst,US,NJ
NEN,NEN,Whitehouse NOLF,JAX,JAX,Jacksonville,US,FL
NER,NER,Chulman,NER,NER,Neryungri,RU,
NEU,NEU,Sam Neua,NEU,NEU,Sam Neua,LA,
NEV,NEV,Vance W. Amory Intl,NEV,NEV,Nevis,KN,
NEW,NEW,Lakefront,MSY,MSY,New Orleans,US,LA
NFG,NFG,Nefteyugansk,NFG,NFG,Nefteyugansk,RU,
NFL,NFL,NAS-Van Voorhis Field,NFL,NFL,Fallon,US,NV
NFO,NFO,Mata'aho,NFO,NFO,Niuafo'ou,TO,
NFR,NFR,Nafoora,NFR,NFR,Nafoora,LY,
NGA,NGA,Young,NGA,NGA,Young,AU,NS
NGB,NGB,Lishe Intl,NGB,NGB,Ningbo,CN,
NGD,NGD,Auguste George,NGD,NGD,Anegada,VG,
NGE,NGE,Ngaoundere,NGE,NGE,Ngaoundere,CM,
NGF,NGF,Kaneohe Bay MCAS,NGF,NGF,Kaneohe,US,HI
NGI,NGI,Gau Island,NGI,NGI,Gau Island,FJ,
NGK,NGK,Nogliki,NGK,NGK,Nogliki,RU,
NGL,NGL,Ngala,NGL,NGL,Ngala,ZA,
NGN,NGN,Nargana,NGN,NGN,Nargana,PA,
NGO,NGO,Chubu Centrair Intl,NGO,NGO,Nagoya,JP,
NGP,NGP,NAS (Truax Field),CRP,CRP,Corpus Christi,US,TX
NGQ,NGQ,Ngari Gunsa/Ali Kunsha,NGQ,NGQ,Shiquanhe,CN,
NGR,NGR,Ningerum,NGR,NGR,Ningerum,PG,
NGS,NGS,Nagasaki Airport,NGS,NGS,Nagasaki,JP,
NGU,NGU,NS (Chambers Field),ORF,ORF,Norfolk,US,VA
NGW,NGW,Cabaniss Field NOLF,CRP,CRP,Corpus Christi,US,TX
NGX,NGX,Manang,NGX,NGX,Manang,NP,
NHA,NHA,Nha Trang Air Base,NHA,NHA,Nha Trang,VN,
NHD,NHD,Minhad AB,DXB,DXB,Dubai,AE,
NHF,NHF,New Halfa,NHF,NHF,New Halfa,SD,
NHK,NHK,NAS (Trapnell Field),NHK,NHK,Patuxent River,US,MD
NHS,NHS,Nushki,NHS,NHS,Nushki,PK,
NHT,NHT,Northolt RAF Station,NHT,NHT,Northolt,GB,
NHV,NHV,Nuku Hiva,NHV,NHV,Nuku Hiva,PF,
NHX,NHX,Barin NOLF,NHX,NHX,Foley,US,AL
NHZ,NHZ,Executive,NHZ,NHZ,Brunswick,US,ME
NIA,NIA,Nimba,NIA,NIA,Nimba,LR,
NIB,NIB,Nikolai,NIB,NIB,Nikolai,US,AK
NIC,NIC,Nicosia,NIC,NIC,Nicosia,CY,
NIF,NIF,Nifty,NIF,NIF,Nifty,AU,WA
NIG,NIG,Nikunau,NIG,NIG,Nikunau,KI,
NIK,NIK,Niokolo-Koba,NIK,NIK,Niokolo-Koba,SN,
NIM,NIM,Diori Hamani Intl,NIM,NIM,Niamey,NE,
NIN,NIN,Ninilchik,NIN,NIN,Ninilchik,US,AK
NIO,NIO,Nioki,NIO,NIO,Nioki,CD,
NIP,NIP,NAS (Towers Field),JAX,JAX,Jacksonville,US,FL
NIR,NIR,Chase Field Industrial,NIR,NIR,Beeville,US,TX
NIS,NIS,Simberi Island,NIS,NIS,Simberi Island,PG,
NIT,NIT,Souche,NIT,NIT,Niort,FR,
NIU,NIU,Niau,NIU,NIU,Niau,PF,
NIX,NIX,Nioro du Sahel,NIX,NIX,Nioro du Sahel,ML,
NJA,NJA,Atsugi NAF,NJA,NJA,Atsugi,JP,
NJC,NJC,Nizhnevartovsk,NJC,NJC,Nizhnevartovsk,RU,
NJF,NJF,Al-Ashraf Intl,NJF,NJF,Al Najaf,IQ,
NJJ,NJJ,Nenjiang Melgen,NJJ,NJJ,Nenjiang,CN,
NJK,NJK,El Centro NAF,IPL,IPL,Imperial/El Centro,US,CA
NKA,NKA,Nkan,NKA,NKA,Nkan,GA,
NKB,NKB,Noonkanbah,NKB,NKB,Noonkanbah,AU,WA
NKC,NKC,Nouakchott,NKC,NKC,Nouakchott,MR,
NKD,NKD,Sinak,NKD,NKD,Sinak,ID,
NKG,NKG,Lukou Intl,NKG,NKG,Nanjing,CN,
NKI,NKI,Naukiti Bay Sea Plane Base,NKI,NKI,Naukiti Bay,US,AK
NKL,NKL,Fuma,NKL,NKL,Kolo,CD,
NKM,NKM,Nagoya (Komaki),NGO,NGO,Nagoya,JP,
NKN,NKN,Nankina,NKN,NKN,Nankina,PG,
NKO,NKO,Ankokoambo,NKO,NKO,Ankokoambo,MG,
NKP,NKP,Nukutepipi,NKP,NKP,Nukutepipi,PF,
NKS,NKS,Nkongsamba,NKS,NKS,Nkongsamba,CM,
NKT,NKT,Sirnak,NKT,NKT,Sirnak,TR,
NKU,NKU,Nkau,NKU,NKU,Nkau,LS,
NKX,NKX,Miramar MCAS,SAN,SAN,San Diego,US,CA
NKY,NKY,Yokangassi,NKY,NKY,N'kayi,CG,
NLA,NLA,Ndola,NLA,NLA,Ndola,ZM,
NLC,NLC,NAS (Reeves Field),NLC,NLC,Lemoore,US,CA
NLD,NLD,Quetzalcoatl Intl,NLD,NLD,Nuevo Laredo,MX,
NLE,NLE,Jerry Tyler Memorial,NLE,NLE,Niles,US,MI
NLF,NLF,Darnley Island,NLF,NLF,Darnley Island,AU,QL
NLG,NLG,Nelson Lagoon,NLG,NLG,Nelson Lagoon,US,AK
NLH,NLH,Luguhu,NLH,NLH,Ninglang,CN,
NLI,NLI,Nikolayevsk-na-Amure,NLI,NLI,Nikolayevsk-na-Amure,RU,
NLK,NLK,Norfolk Island,NLK,NLK,Norfolk Island,NF,
NLL,NLL,Nullagine,NLL,NLL,Nullagine,AU,WA
NLN,NLN,Kneeland,ACV,ACV,Arcata/Eureka,US,CA
NLO,NLO,N'dolo,FIH,FIH,Kinshasa,CD,
NLP,NLP,Nelspruit Airport,NLP,NLP,Nelspruit,ZA,
NLS,NLS,Nicholson,NLS,NLS,Nicholson,AU,WA
NLT,NLT,Nalati,NLT,NLT,Xinyuan,CN,
NLU,NLU,Santa Lucia AFB,MEX,MEX,Mexico City,MX,
NLV,NLV,Mykolaiv International,NLV,NLV,Mykolaiv,UA,
NMA,NMA,Namangan,NMA,NMA,Namangan,UZ,
NMC,NMC,Norman's Cay,NMC,NMC,Norman's Cay,BS,
NME,NME,Nightmute,NME,NME,Nightmute,US,AK
NMF,NMF,Maafaru International,NMF,NMF,Maafaru,MV,
NMG,NMG,San Miguel,NMG,NMG,San Miguel,PA,
NML,NML,Mildred Lake,YMM,YMM,Fort McMurray,CA,AB
NMN,NMN,Nomane,NMN,NMN,Nomane,PG,
NMP,NMP,New Moon,NMP,NMP,New Moon,AU,QL
NMR,NMR,Nappa Merrie,NMR,NMR,Nappa Merrie,AU,QL
NMS,NMS,Nansang,NMS,NMS,Nansang,MM,
NMT,NMT,Namtu,NMT,NMT,Namtu,MM,
NNA,NNA,Kenitra Royal AFB,NNA,NNA,Kenitra,MA,
NNB,NNB,Santa Ana Island,NNB,NNB,Santa Ana Island,SB,
NND,NND,Nangade,NND,NND,Nangade,MZ,
NNG,NNG,Wuxu Intl,NNG,NNG,Nanning,CN,
NNI,NNI,Namutoni,NNI,NNI,Namutoni,NA,
NNK,NNK,Naknek,NNK,NNK,Naknek,US,AK
NNL,NNL,Nondalton,NNL,NNL,Nondalton,US,AK
NNM,NNM,Naryan-Mar,NNM,NNM,Naryan-Mar,RU,
NNR,NNR,Connemara,NNR,NNR,Spiddal,IE,
NNT,NNT,Nan,NNT,NNT,Nan,TH,
NNU,NNU,Nanuque,NNU,NNU,Nanuque,BR,MG
NNX,NNX,Nunukan,NNX,NNX,Nunukan,ID,
NNY,NNY,Jiangying,NNY,NNY,Nanyang,CN,
NOA,NOA,Nowra,NOA,NOA,Nowra,AU,NS
NOB,NOB,Nosara,NOB,NOB,Nosara,CR,
NOC,NOC,Ireland West,NOC,NOC,Knock,IE,
NOD,NOD,Norddeich,NOD,NOD,Norden,DE,
NOG,NOG,Nogales International,NOG,NOG,Nogales,MX,
NOI,NOI,Krymska,NOI,NOI,Novorossiysk,RU,
NOJ,NOJ,Noyabrsk,NOJ,NOJ,Noyabrsk,RU,
NOK,NOK,Nova Xavantina,NOK,NOK,Nova Xavantina,BR,MT
NOM,NOM,Nomad River,NOM,NOM,Nomad River,PG,
NON,NON,Nonouti,NON,NON,Nonouti,KI,
NOO,NOO,Naoro,NOO,NOO,Naoro,PG,
NOP,NOP,Sinop,NOP,NOP,Sinop,TR,
NOR,NOR,Nordfjordur,NOR,NOR,Nordfjordur,IS,
NOS,NOS,Fascene,NOS,NOS,Nosy-Be,MG,
NOT,NOT,Marin County,NOT,NOT,Novato,US,CA
NOU,NOU,La Tontouta,NOU,NOU,Noumea,NC,
NOV,NOV,Albano Machado,NOV,NOV,Huambo,AO,
NOZ,NOZ,Spichenkovo,NOZ,NOZ,Novokuznetsk,RU,
NPA,NPA,NAS (F.Sherman Field),PNS,PNS,Pensacola,US,FL
NPE,NPE,Hawke's Bay,NPE,NPE,Napier/Hastings,NZ,
NPG,NPG,Nipa,NPG,NPG,Nipa,PG,
NPH,NPH,Nephi Municipal,NPH,NPH,Nephi,US,UT
NPL,NPL,New Plymouth,NPL,NPL,New Plymouth,NZ,
NPO,NPO,Nangapinoh,NPO,NPO,Nangapinoh,ID,
NPP,NPP,Napperby,NPP,NPP,Napperby,AU,NT
NPR,NPR,Novo Progresso,NPR,NPR,Novo Progresso,BR,PA
NPT,NPT,Newport State,NPT,NPT,Newport,US,RI
NPU,NPU,San Pedro de Uraba,NPU,NPU,San Pedro de Uraba,CO,
NPY,NPY,Mpanda,NPY,NPY,Mpanda,TZ,
NQA,NQA,Regional Jetport,NQA,NQA,Millington,US,TN
NQI,NQI,Kingsville NAS,NQI,NQI,Kingsville,US,TX
NQL,NQL,Niquelandia,NQL,NQL,Niquelandia,BR,GO
NQN,NQN,Presidente Peron,NQN,NQN,Neuquen,AR,NE
NQU,NQU,Reyes Murillo,NQU,NQU,Nuqui,CO,
NQX,NQX,NAS (Boca Chica Field),EYW,EYW,Key West,US,FL
NQY,NQY,Cornwall,NQY,NQY,Newquay,GB,
NRA,NRA,Narrandera,NRA,NRA,Narrandera,AU,NS
NRB,NRB,Naval Station,NRB,NRB,Mayport,US,FL
NRC,NRC,Crows Landing,NRC,NRC,Crows Landing,US,CA
NRD,NRD,Norderney,NRD,NRD,Norderney,DE,
NRE,NRE,Namrole,NRE,NRE,Namrole,ID,
NRG,NRG,Narrogin,NRG,NRG,Narrogin,AU,WA
NRI,NRI,Grand Lake Regional,NRI,NRI,Afton,US,OK
NRK,NRK,Kungsangen,NRK,NRK,Norrkoping,SE,
NRL,NRL,North Ronaldsay,NRL,NRL,North Ronaldsay,GB,
NRM,NRM,Keibane,NRM,NRM,Nara,ML,
NRN,NRN,Weeze,DUS,DUS,Duesseldorf,DE,
NRR,NRR,J. Aponte de la Torre,NRR,NRR,Ceiba,PR,
NRS,NRS,NOLF (Ream Field),NRS,NRS,Imperial Beach,US,CA
NRT,NRT,Narita Intl,TYO,TYO,Tokyo,JP,
NRY,NRY,Newry,NRY,NRY,Newry,AU,NT
NSB,NSB,North Seaplane Base,BIM,BIM,Bimini,BS,
NSE,NSE,Whiting Fld NAS North,NSE,NSE,Milton,US,FL
NSH,NSH,Now Shahr,NSH,NSH,Now Shahr,IR,
NSI,NSI,Nsimalen Intl,YAO,YAO,Yaounde,CM,
NSK,NSK,Alykel,NSK,NSK,Norilsk,RU,
NSL,NSL,Slayton Municipal,NSL,NSL,Slayton,US,MN
NSM,NSM,Norseman,NSM,NSM,Norseman,AU,WA
NSN,NSN,Nelson,NSN,NSN,Nelson,NZ,
NSO,NSO,Scone,NSO,NSO,Scone,AU,NS
NST,NST,Nakhon Si Thammarat,NST,NST,Nakhon Si Thammarat,TH,
NSV,NSV,Noosa,NSV,NSV,Noosaville,AU,QL
NSY,NSY,Sigonella NAS,NSY,NSY,Sigonella,IT,
NTA,NTA,Natadola,NTA,NTA,Natadola,FJ,
NTB,NTB,Notodden,NTB,NTB,Notodden,NO,
NTC,NTC,Santa Carolina,NTC,NTC,Santa Carolina,MZ,
NTD,NTD,Port Mugu NAS,NTD,NTD,Port Mugu,US,CA
NTE,NTE,Atlantique,NTE,NTE,Nantes,FR,
NTG,NTG,Xingdong,NTG,NTG,Nantong,CN,
NTI,NTI,Stenkol,NTI,NTI,Bintuni,ID,
NTJ,NTJ,Manti/Ephraim,NTJ,NTJ,Manti/Ephraim,US,UT
NTL,NTL,Williamtown,NTL,NTL,Newcastle,AU,NS
NTM,NTM,Miracema do Tocantins,NTM,NTM,Miracema do Tocantins,BR,TO
NTN,NTN,Normanton,NTN,NTN,Normanton,AU,QL
NTO,NTO,Agostinho Neto,NTO,NTO,Santo Antao Island,CV,
NTQ,NTQ,Noto,NTQ,NTQ,Wajima,JP,
NTR,NTR,Del Norte Intl,MTY,MTY,Monterrey,MX,
NTT,NTT,Kuini Lavenia,NTT,NTT,Niuatoputapu,TO,
NTU,NTU,Oceana NAS,NTU,NTU,Virginia Beach,US,VA
NTX,NTX,Ranai,NTX,NTX,Natuna,ID,
NTY,NTY,Pilanesberg Intl,NTY,NTY,Sun City,ZA,
NUA,NUA,Gregory Lake SPB,NUA,NUA,Nuwara Eliya,LK,
NUB,NUB,Numbulwar,NUB,NUB,Numbulwar,AU,NT
NUD,NUD,En Nahud,NUD,NUD,En Nahud,SD,
NUE,NUE,Nuremberg Airport,NUE,NUE,Nuremberg,DE,
NUF,NUF,Castlereigh Resrvr SPB,NUF,NUF,Hatton,LK,
NUG,NUG,Nuguria Islands,NUG,NUG,Nuguria Islands,PG,
NUH,NUH,Nunchia,NUH,NUH,Nunchia,CO,
NUI,NUI,Nuiqsut,NUI,NUI,Nuiqsut,US,AK
NUJ,NUJ,Nogeh,NUJ,NUJ,Nogeh,IR,
NUK,NUK,Nukutavake,NUK,NUK,Nukutavake,PF,
NUL,NUL,Nulato,NUL,NUL,Nulato,US,AK
NUM,NUM,Neom Bay,NUM,NUM,Neom Bay,SA,NA
NUN,NUN,Saufley Field NOLF,PNS,PNS,Pensacola,US,FL
NUP,NUP,Nunapitchuk,NUP,NUP,Nunapitchuk,US,AK
NUQ,NUQ,Moffett Federal Airfld,NUQ,NUQ,Mountain View,US,CA
NUR,NUR,Nullarbor Motel,NUR,NUR,Nullarbor,AU,SA
NUS,NUS,Norsup,NUS,NUS,Norsup,VU,
NUT,NUT,Nutuve,NUT,NUT,Nutuve,PG,
NUU,NUU,Nakuru,NUU,NUU,Nakuru,KE,
NUW,NUW,Whidbey Island NAS,ODW,ODW,Oak Harbor,US,WA
NUX,NUX,Novy Urengoy,NUX,NUX,Novy Urengoy,RU,
NVA,NVA,Benito Salas,NVA,NVA,Neiva,CO,
NVD,NVD,Nevada Municipal,NVD,NVD,Nevada,US,MO
NVG,NVG,Nueva Guinea,NVG,NVG,Nueva Guinea,NI,
NVI,NVI,Navoi International,NVI,NVI,Navoi,UZ,
NVN,NVN,Nervino,NVN,NVN,Beckwourth,US,CA
NVP,NVP,Novo Aripuana,NVP,NVP,Novo Aripuana,BR,AM
NVR,NVR,Novgorod,NVR,NVR,Novgorod,RU,
NVS,NVS,Fourchambault,NVS,NVS,Nevers,FR,
NVT,NVT,Victor Konder Intl,NVT,NVT,Navegantes,BR,SC
NVY,NVY,Neyveli,NVY,NVY,Neyveli,IN,TN
NWA,NWA,Bandar es Salam,NWA,NWA,Moheli,KM,
NWH,NWH,Parlin Field,NWH,NWH,Newport,US,NH
NWI,NWI,Norwich International,NWI,NWI,Norwich,GB,
NWT,NWT,Nowata,NWT,NWT,Nowata,PG,
NYA,NYA,Nyagan,NYA,NYA,Nyagan,RU,
NYE,NYE,Nyeri,NYE,NYE,Nyeri,KE,
NYG,NYG,MCAF (Turner Field),NYG,NYG,Quantico,US,VA
NYI,NYI,Sunyani,NYI,NYI,Sunyani,GH,
NYK,NYK,Nanyuki,NYK,NYK,Nanyuki,KE,
NYM,NYM,Nadym,NYM,NYM,Nadym,RU,
NYN,NYN,Nyngan,NYN,NYN,Nyngan,AU,NS
NYO,NYO,Skavsta,STO,STO,Stockholm,SE,
NYR,NYR,Nyurba,NYR,NYR,Nyurba,RU,
NYS,NYS,Skyports SPB,NYC,NYC,New York,US,NY
NYT,NYT,Nay Pyi Taw International,NYT,NYT,Nay Pyi Taw,MM,
NYW,NYW,Monywa,NYW,NYW,Monywa,MM,
NZA,NZA,Nzagi,NZA,NZA,Nzagi,AO,
NZC,NZC,Maria Reiche Neuman,NZC,NZC,Nazca,PE,
NZE,NZE,Nzerekore,NZE,NZE,Nzerekore,GN,
NZH,NZH,Xijiao,NZH,NZH,Manzhouli,CN,
NZL,NZL,Chengjisihan,NZL,NZL,Zhalantun,CN,
NZY,NZY,North Island NAS,SAN,SAN,San Diego,US,CA
OAA,OAA,Shank Air Base,OAA,OAA,Shank,AF,
OAG,OAG,Orange,OAG,OAG,Orange,AU,NS
OAH,OAH,Shindand Air Base,OAH,OAH,Shindand,AF,
OAI,OAI,Bagram,OAI,OAI,Bagram,AF,
OAJ,OAJ,Albert J Ellis,OAJ,OAJ,Jacksonville,US,NC
OAK,OAK,Oakland International,OAK,OAK,Oakland,US,CA
OAL,OAL,Capital do Cafe,OAL,OAL,Cacoal,BR,RO
OAM,OAM,Oamaru,OAM,OAM,Oamaru,NZ,
OAN,OAN,El Arrayan,OAN,OAN,Olanchito,HN,
OAR,OAR,Marina Municipal,MRY,MRY,Monterey/Carmel,US,CA
OAS,OAS,Sharana Air Base,OAS,OAS,Sharana,AF,
OAX,OAX,Xoxocotlan Intl,OAX,OAX,Oaxaca,MX,
OAZ,OAZ,Camp Bastion,OAZ,OAZ,Camp Bastion,AF,
OBA,OBA,Oban,OBA,OBA,Oban,AU,QL
OBC,OBC,Obock,OBC,OBC,Obock,DJ,
OBD,OBD,Obano,OBD,OBD,Obano,ID,
OBE,OBE,Okeechobee County,OBE,OBE,Okeechobee,US,FL
OBF,OBF,Oberpfaffenhofen,OBF,OBF,Oberpfaffenhofen,DE,
OBI,OBI,Obidos,OBI,OBI,Obidos,BR,PA
OBL,OBL,Oostmalle,OBL,OBL,Zoersel,BE,
OBM,OBM,Morobe,OBM,OBM,Morobe,PG,
OBN,OBN,North Connel,OBN,OBN,Oban,GB,
OBO,OBO,Obihiro,OBO,OBO,Obihiro,JP,
OBS,OBS,Ardeche Meridionale,OBS,OBS,Aubenas,FR,
OBU,OBU,Kobuk,OBU,OBU,Kobuk,US,AK
OBX,OBX,Obo,OBX,OBX,Obo,PG,
OCA,OCA,Ocean Reef Club,OCA,OCA,Key Largo,US,FL
OCC,OCC,Francisco de Orellana,OCC,OCC,Coca,EC,
OCE,OCE,Ocean City Municipal,SBY,SBY,Salisbury/Ocean City,US,MD
OCF,OCF,Intl (Jim Taylor Fld),OCF,OCF,Ocala,US,FL
OCH,OCH,A.L. Mangham Jr. Rgnl,OCH,OCH,Nacogdoches,US,TX
OCJ,OCJ,Ian Fleming Intl,OCJ,OCJ,Ocho Rios,JM,
OCM,OCM,Boolgeeda,OCM,OCM,Boolgeeda,AU,WA
OCN,OCN,Oceanside Municipal,OCN,OCN,Oceanside,US,CA
OCS,OCS,Corisco Island,OCS,OCS,Corisco Island,GQ,
OCV,OCV,Aguas Claras,OCV,OCV,Ocana,CO,
OCW,OCW,Warren Field,OCW,OCW,Washington,US,NC
ODA,ODA,Ouadda,ODA,ODA,Ouadda,CF,
ODB,ODB,Cordoba Airport,ODB,ODB,Cordoba,ES,
ODC,ODC,Oakdale,ODC,ODC,Oakdale,US,CA
ODD,ODD,Oodnadatta,ODD,ODD,Oodnadatta,AU,SA
ODE,ODE,Odense Airport,ODE,ODE,Odense,DK,
ODH,ODH,Odiham RAF Station,ODH,ODH,Odiham,GB,
ODJ,ODJ,Ouanda Djalle,ODJ,ODJ,Ouanda Djalle,CF,
ODL,ODL,Cordillo Downs,ODL,ODL,Cordillo Downs,AU,SA
ODM,ODM,Garrett County,ODM,ODM,Oakland,US,MD
ODN,ODN,Long Seridan,ODN,ODN,Long Seridan,MY,
ODO,ODO,Bodaybo,ODO,ODO,Bodaybo,RU,
ODR,ODR,Ord River,ODR,ODR,Ord River,AU,WA
ODS,ODS,Odesa International,ODS,ODS,Odesa,UA,
ODW,ODW,A.J. Eisenberg,ODW,ODW,Oak Harbor,US,WA
ODY,ODY,Oudomxai,ODY,ODY,Muang Xay,LA,
OEC,OEC,Oecussi,OEC,OEC,Oecussi,TL,
OEL,OEL,Yuzhny,OEL,OEL,Orel,RU,
OEM,OEM,Vincent Fayks,OEM,OEM,Paloemeu,SR,
OEO,OEO,L.O. Simenstad Muni,OEO,OEO,Osceola,US,WI
OER,OER,Ornskoldsvik,OER,OER,Ornskoldsvik,SE,
OES,OES,Antoine de St Exupery,OES,OES,San Antonio Oeste,AR,RN
OFF,OFF,Offutt AFB,OMA,OMA,Omaha,US,NE
OFI,OFI,Ouango Fitini,OFI,OFI,Ouango Fitini,CI,
OFJ,OFJ,Olafsfjordur,OFJ,OFJ,Olafsfjordur,IS,
OFK,OFK,Norfolk Regional,OFK,OFK,Norfolk,US,NE
OFU,OFU,Ofu Island,OFU,OFU,Ofu Island,AS,
OGA,OGA,Searle Field,OGA,OGA,Ogallala,US,NE
OGB,OGB,Orangeburg Municipal,OGB,OGB,Orangeburg,US,SC
OGD,OGD,Hinckley,OGD,OGD,Ogden,US,UT
OGE,OGE,Ogeramnang,OGE,OGE,Ogeramnang,PG,
OGG,OGG,Kahului,OGG,OGG,Kahului,US,HI
OGL,OGL,Ogle,GEO,GEO,Georgetown,GY,
OGM,OGM,Ustupo Ogobsucum,OGM,OGM,Ustupo Island,PA,
OGN,OGN,Yonaguni,OGN,OGN,Yonaguni,JP,
OGO,OGO,Abengourou,OGO,OGO,Abengourou,CI,
OGR,OGR,Bongor,OGR,OGR,Bongor,TD,
OGS,OGS,Ogdensburg International,OGS,OGS,Ogdensburg,US,NY
OGU,OGU,Ordu/Giresun,OGU,OGU,Ordu/Giresun,TR,
OGV,OGV,Ongava,OGV,OGV,Ongava,NA,
OGX,OGX,Ain el Beida,OGX,OGX,Ouargla,DZ,
OGZ,OGZ,Beslan,OGZ,OGZ,Vladikavkaz,RU,
OHA,OHA,RNZAF Base,OHA,OHA,Ohakea,NZ,
OHB,OHB,Ambohibary,OHB,OHB,Moramanga,MG,
OHD,OHD,St.Paul the Apostle,OHD,OHD,Ohrid,MK,
OHE,OHE,Gulian,OHE,OHE,Mohe,CN,
OHH,OHH,Novostroyka,OHH,OHH,Okha,RU,
OHI,OHI,Oshakati,OHI,OHI,Oshakati,NA,
OHO,OHO,Okhotsk,OHO,OHO,Okhotsk,RU,
OHR,OHR,Wyk Auf Foehr,OHR,OHR,Wyk auf Foehr,DE,
OHS,OHS,Sohar,OHS,OHS,Sohar,OM,
OHT,OHT,Kohat,OHT,OHT,Kohat,PK,
OIA,OIA,Ourilandia do Norte,OIA,OIA,Ourilandia do Norte,BR,PA
OIC,OIC,Lt. Warren Eaton,OIC,OIC,Norwich,US,NY
OIM,OIM,Oshima,OIM,OIM,Oshima,JP,
OIR,OIR,Okushiri,OIR,OIR,Okushiri,JP,
OIT,OIT,Oita,OIT,OIT,Oita,JP,
OJC,OJC,Johnson Co Executive,MKC,MKC,Kansas City,US,MO
OJU,OJU,Tanjung Api,OJU,OJU,Tojo Una Una,ID,
OKA,OKA,Naha,OKA,OKA,Okinawa,JP,
OKB,OKB,Orchid Beach,OKB,OKB,Fraser Island,AU,QL
OKC,OKC,Will Rogers World,OKC,OKC,Oklahoma City,US,OK
OKD,OKD,Okadama,SPK,SPK,Sapporo,JP,
OKE,OKE,Okierabu,OKE,OKE,Okierabu,JP,
OKF,OKF,Okaukuejo,OKF,OKF,Okaukuejo,NA,
OKG,OKG,Okoyo,OKG,OKG,Okoyo,CG,
OKH,OKH,Cottesmore RAF,OKH,OKH,Oakham,GB,
OKI,OKI,Oki,OKI,OKI,Oki,JP,
OKJ,OKJ,Okayama,OKJ,OKJ,Okayama,JP,
OKK,OKK,Kokomo Municipal,OKK,OKK,Kokomo,US,IN
OKL,OKL,Gunung Bintang,OKL,OKL,Oksibil,ID,
OKM,OKM,Okmulgee Regional,OKM,OKM,Okmulgee,US,OK
OKN,OKN,Okondja,OKN,OKN,Okondja,GA,
OKO,OKO,Yokota AB,TYO,TYO,Tokyo,JP,
OKP,OKP,Oksapmin,OKP,OKP,Oksapmin,PG,
OKQ,OKQ,Okaba,OKQ,OKQ,Okaba,ID,
OKR,OKR,Yorke Island,OKR,OKR,Yorke Island,AU,
OKS,OKS,Garden County,OKS,OKS,Oshkosh,US,NE
OKT,OKT,Oktiabrsky,OKT,OKT,Oktiabrsky,RU,
